Scorecard,Team 1,Team 2,Winner,Margin,Ground,Match Date
ODI # 3395,Zimbabwe,India,India,6 wickets,Harare,"Jul 24, 2013"
ODI # 3396,West Indies,Pakistan,Pakistan,4 wickets,Gros Islet,"Jul 24, 2013"
ODI # 3397,Zimbabwe,India,India,58 runs,Harare,"Jul 26, 2013"
ODI # 3398,Sri Lanka,South Africa,South Africa,56 runs,Pallekele,"Jul 26, 2013"
ODI # 3399,Zimbabwe,India,India,7 wickets,Harare,"Jul 28, 2013"
ODI # 3400,Sri Lanka,South Africa,Sri Lanka,8 wickets,Pallekele,"Jul 28, 2013"
ODI # 3401,Sri Lanka,South Africa,Sri Lanka,128 runs,Colombo (RPS),"Jul 31, 2013"
ODI # 3402,Zimbabwe,India,India,9 wickets,Bulawayo,"Aug 1, 2013"
ODI # 3403,Zimbabwe,India,India,7 wickets,Bulawayo,"Aug 3, 2013"
ODI # 3404,Zimbabwe,Pakistan,Zimbabwe,7 wickets,Harare,"Aug 27, 2013"
ODI # 3405,Canada,Netherlands,no result,,King City (NW),"Aug 27-28, 2013"
ODI # 3406,Zimbabwe,Pakistan,Pakistan,90 runs,Harare,"Aug 29, 2013"
ODI # 3407,Canada,Netherlands,Netherlands,9 wickets,King City (NW),"Aug 29, 2013"
ODI # 3408,Zimbabwe,Pakistan,Pakistan,108 runs,Harare,"Aug 31, 2013"
ODI # 3409,Ireland,England,England,6 wickets,Dublin (Malahide),"Sep 3, 2013"
ODI # 3410,Scotland,Australia,Australia,200 runs,Edinburgh,"Sep 3, 2013"
ODI # 3411,Ireland,Scotland,Ireland,1 wicket,Belfast,"Sep 6, 2013"
ODI # 3412,England,Australia,Australia,88 runs,Manchester,"Sep 8, 2013"
ODI # 3413,Ireland,Scotland,Ireland,7 wickets,Belfast,"Sep 8, 2013"
ODI # 3414,England,Australia,no result,,Birmingham,"Sep 11, 2013"
ODI # 3415,England,Australia,England,3 wickets,Cardiff,"Sep 14, 2013"
ODI # 3416,England,Australia,Australia,49 runs,Southampton,"Sep 16, 2013"
ODI # 3417,Afghanistan,Kenya,Afghanistan,8 wickets,Sharjah,"Oct 2, 2013"
ODI # 3418,Afghanistan,Kenya,Afghanistan,7 wickets,Sharjah,"Oct 4, 2013"
ODI # 3419,India,Australia,Australia,72 runs,Pune,"Oct 13, 2013"
ODI # 3420,India,Australia,India,9 wickets,Jaipur,"Oct 16, 2013"
ODI # 3421,India,Australia,Australia,4 wickets,Mohali,"Oct 19, 2013"
ODI # 3422,India,Australia,no result,,Ranchi,"Oct 23, 2013"
ODI # 3423,Bangladesh,New Zealand,Bangladesh,43 runs,Dhaka,"Oct 29, 2013"
ODI # 3424,India,Australia,India,6 wickets,Nagpur,"Oct 30, 2013"
ODI # 3425,Pakistan,South Africa,South Africa,1 run,Sharjah,"Oct 30, 2013"
ODI # 3426,Bangladesh,New Zealand,Bangladesh,40 runs,Dhaka,"Oct 31, 2013"
ODI # 3427,Pakistan,South Africa,Pakistan,66 runs,Dubai (DSC),"Nov 1, 2013"
ODI # 3428,India,Australia,India,57 runs,Bengaluru,"Nov 2, 2013"
ODI # 3429,Bangladesh,New Zealand,Bangladesh,4 wickets,Fatullah,"Nov 3, 2013"
ODI # 3430,Pakistan,South Africa,South Africa,68 runs,Abu Dhabi,"Nov 6, 2013"
ODI # 3431,Pakistan,South Africa,South Africa,28 runs,Abu Dhabi,"Nov 8, 2013"
ODI # 3432,Sri Lanka,New Zealand,no result,,Hambantota,"Nov 10, 2013"
ODI # 3433,Pakistan,South Africa,South Africa,117 runs,Sharjah,"Nov 11, 2013"
ODI # 3434,Sri Lanka,New Zealand,New Zealand,4 wickets,Hambantota,"Nov 12, 2013"
ODI # 3435,Sri Lanka,New Zealand,Sri Lanka,36 runs,Dambulla,"Nov 16, 2013"
ODI # 3436,India,West Indies,India,6 wickets,Kochi,"Nov 21, 2013"
ODI # 3437,India,West Indies,West Indies,2 wickets,Visakhapatnam,"Nov 24, 2013"
ODI # 3438,South Africa,Pakistan,Pakistan,23 runs,Cape Town,"Nov 24, 2013"
ODI # 3439,India,West Indies,India,5 wickets,Kanpur,"Nov 27, 2013"
ODI # 3440,South Africa,Pakistan,Pakistan,1 run,Port Elizabeth,"Nov 27, 2013"
ODI # 3441,South Africa,Pakistan,South Africa,4 wickets,Centurion,"Nov 30, 2013"
ODI # 3442,South Africa,India,South Africa,141 runs,Johannesburg,"Dec 5, 2013"
ODI # 3443,South Africa,India,South Africa,134 runs,Durban,"Dec 8, 2013"
ODI # 3444,South Africa,India,no result,,Centurion,"Dec 11, 2013"
ODI # 3445,Pakistan,Sri Lanka,Pakistan,11 runs,Sharjah,"Dec 18, 2013"
ODI # 3446,Pakistan,Sri Lanka,Sri Lanka,2 wickets,Dubai (DSC),"Dec 20, 2013"
ODI # 3447,Pakistan,Sri Lanka,Pakistan,113 runs,Sharjah,"Dec 22, 2013"
ODI # 3448,Pakistan,Sri Lanka,Pakistan,8 wickets,Abu Dhabi,"Dec 25, 2013"
ODI # 3449,New Zealand,West Indies,West Indies,2 wickets,Auckland,"Dec 26, 2013"
ODI # 3450,Pakistan,Sri Lanka,Sri Lanka,2 wickets,Abu Dhabi,"Dec 27, 2013"
