Scorecard,Team 1,Team 2,Winner,Margin,Ground,Match Date
ODI # 3133,Ireland,South Africa,South Africa,131 runs,Kolkata,"Mar 15, 2011"
ODI # 3134,Australia,Canada,Australia,7 wickets,Bengaluru,"Mar 16, 2011"
ODI # 3135,England,West Indies,England,18 runs,Chennai,"Mar 17, 2011"
ODI # 3136,Ireland,Netherlands,Ireland,6 wickets,Kolkata,"Mar 18, 2011"
ODI # 3137,New Zealand,Sri Lanka,Sri Lanka,112 runs,Mumbai,"Mar 18, 2011"
ODI # 3138,Bangladesh,South Africa,South Africa,206 runs,Dhaka,"Mar 19, 2011"
ODI # 3139,Australia,Pakistan,Pakistan,4 wickets,Colombo (RPS),"Mar 19, 2011"
ODI # 3140,Kenya,Zimbabwe,Zimbabwe,161 runs,Kolkata,"Mar 20, 2011"
ODI # 3141,India,West Indies,India,80 runs,Chennai,"Mar 20, 2011"
ODI # 3142,Pakistan,West Indies,Pakistan,10 wickets,Dhaka,"Mar 23, 2011"
ODI # 3143,India,Australia,India,5 wickets,Ahmedabad,"Mar 24, 2011"
ODI # 3144,New Zealand,South Africa,New Zealand,49 runs,Dhaka,"Mar 25, 2011"
ODI # 3145,Sri Lanka,England,Sri Lanka,10 wickets,Colombo (RPS),"Mar 26, 2011"
ODI # 3146,Sri Lanka,New Zealand,Sri Lanka,5 wickets,Colombo (RPS),"Mar 29, 2011"
ODI # 3147,India,Pakistan,India,29 runs,Mohali,"Mar 30, 2011"
ODI # 3148,India,Sri Lanka,India,6 wickets,Mumbai,"Apr 2, 2011"
ODI # 3149,Bangladesh,Australia,Australia,60 runs,Dhaka,"Apr 9, 2011"
ODI # 3150,Bangladesh,Australia,Australia,9 wickets,Dhaka,"Apr 11, 2011"
ODI # 3151,Bangladesh,Australia,Australia,66 runs,Dhaka,"Apr 13, 2011"
ODI # 3152,West Indies,Pakistan,Pakistan,8 wickets,Gros Islet,"Apr 23, 2011"
ODI # 3153,West Indies,Pakistan,Pakistan,7 wickets,Gros Islet,"Apr 25, 2011"
ODI # 3154,West Indies,Pakistan,Pakistan,3 wickets,Bridgetown,"Apr 28, 2011"
ODI # 3155,West Indies,Pakistan,West Indies,1 run,Bridgetown,"May 2, 2011"
ODI # 3156,West Indies,Pakistan,West Indies,10 wickets,Providence,"May 5, 2011"
ODI # 3157,Ireland,Pakistan,Pakistan,7 wickets,Belfast,"May 28, 2011"
ODI # 3158,Ireland,Pakistan,Pakistan,5 wickets,Belfast,"May 30, 2011"
ODI # 3159,West Indies,India,India,4 wickets,Port of Spain,"Jun 6, 2011"
ODI # 3160,West Indies,India,India,7 wickets,Port of Spain,"Jun 8, 2011"
ODI # 3161,West Indies,India,India,3 wickets,North Sound,"Jun 11, 2011"
ODI # 3162,West Indies,India,West Indies,103 runs,North Sound,"Jun 13, 2011"
ODI # 3163,West Indies,India,West Indies,7 wickets,Kingston,"Jun 16, 2011"
ODI # 3164,Scotland,Netherlands,Scotland,15 runs,Aberdeen,"Jun 28, 2011"
ODI # 3165,England,Sri Lanka,England,110 runs,The Oval,"Jun 28, 2011"
ODI # 3166,Scotland,Netherlands,Scotland,5 wickets,Aberdeen,"Jun 29, 2011"
ODI # 3167,England,Sri Lanka,Sri Lanka,69 runs,Leeds,"Jul 1, 2011"
ODI # 3168,England,Sri Lanka,Sri Lanka,6 wickets,Lord's,"Jul 3, 2011"
ODI # 3169,England,Sri Lanka,England,10 wickets,Nottingham,"Jul 6, 2011"
ODI # 3170,England,Sri Lanka,England,16 runs,Manchester,"Jul 9, 2011"
ODI # 3171,Scotland,Ireland,Scotland,5 wickets,Edinburgh,"Jul 12, 2011"
ODI # 3172,Scotland,Sri Lanka,Sri Lanka,183 runs,Edinburgh,"Jul 13, 2011"
ODI # 3173,Canada,Afghanistan,Afghanistan,2 wickets,King City (NW),"Aug 7, 2011"
ODI # 3174,Canada,Afghanistan,Afghanistan,17 runs,Toronto,"Aug 9, 2011"
ODI # 3175,Sri Lanka,Australia,Australia,7 wickets,Pallekele,"Aug 10, 2011"
ODI # 3176,Zimbabwe,Bangladesh,Zimbabwe,4 wickets,Harare,"Aug 12, 2011"
ODI # 3177,Zimbabwe,Bangladesh,Zimbabwe,7 wickets,Harare,"Aug 14, 2011"
ODI # 3178,Sri Lanka,Australia,Australia,8 wickets,Hambantota,"Aug 14, 2011"
ODI # 3179,Zimbabwe,Bangladesh,Zimbabwe,5 runs,Harare,"Aug 16, 2011"
ODI # 3180,Sri Lanka,Australia,Sri Lanka,78 runs,Hambantota,"Aug 16, 2011"
ODI # 3181,Zimbabwe,Bangladesh,Bangladesh,6 wickets,Bulawayo,"Aug 19, 2011"
ODI # 3182,Sri Lanka,Australia,Australia,5 wickets,Colombo (RPS),"Aug 20, 2011"
ODI # 3183,Zimbabwe,Bangladesh,Bangladesh,93 runs,Bulawayo,"Aug 21, 2011"
ODI # 3184,Sri Lanka,Australia,Sri Lanka,4 wickets,Colombo (RPS),"Aug 22, 2011"
ODI # 3185,Ireland,England,England,11 runs,Dublin,"Aug 25, 2011"
ODI # 3186,England,India,no result,,Chester-le-Street,"Sep 3, 2011"
ODI # 3187,England,India,England,7 wickets,Southampton,"Sep 6, 2011"
ODI # 3188,Zimbabwe,Pakistan,Pakistan,5 runs,Bulawayo,"Sep 8, 2011"
ODI # 3189,England,India,England,3 wickets,The Oval,"Sep 9, 2011"
ODI # 3190,Zimbabwe,Pakistan,Pakistan,10 wickets,Harare,"Sep 11, 2011"
ODI # 3191,England,India,tied,,Lord's,"Sep 11, 2011"
ODI # 3192,Netherlands,Kenya,Netherlands,2 wickets,The Hague,"Sep 12, 2011"
ODI # 3193,Netherlands,Kenya,Netherlands,4 wickets,The Hague,"Sep 13, 2011"
ODI # 3194,Zimbabwe,Pakistan,Pakistan,28 runs,Harare,"Sep 14, 2011"
ODI # 3195,England,India,England,6 wickets,Cardiff,"Sep 16, 2011"
ODI # 3196,Ireland,Canada,Ireland,133 runs,Dublin,"Sep 19, 2011"
ODI # 3197,Ireland,Canada,Ireland,56 runs,Dublin,"Sep 20, 2011"
ODI # 3198,Bangladesh,West Indies,West Indies,40 runs,Dhaka,"Oct 13, 2011"
ODI # 3199,India,England,India,126 runs,Hyderabad (Deccan),"Oct 14, 2011"
ODI # 3200,Bangladesh,West Indies,West Indies,8 wickets,Dhaka,"Oct 15, 2011"
ODI # 3201,India,England,India,8 wickets,Delhi,"Oct 17, 2011"
ODI # 3202,Bangladesh,West Indies,Bangladesh,8 wickets,Chittagong,"Oct 18, 2011"
ODI # 3203,South Africa,Australia,Australia,93 runs,Centurion,"Oct 19, 2011"
ODI # 3204,Zimbabwe,New Zealand,New Zealand,9 wickets,Harare,"Oct 20, 2011"
ODI # 3205,India,England,India,5 wickets,Mohali,"Oct 20, 2011"
ODI # 3206,Zimbabwe,New Zealand,New Zealand,4 wickets,Harare,"Oct 22, 2011"
ODI # 3207,India,England,India,6 wickets,Mumbai,"Oct 23, 2011"
ODI # 3208,South Africa,Australia,South Africa,80 runs,Port Elizabeth,"Oct 23, 2011"
ODI # 3209,Zimbabwe,New Zealand,Zimbabwe,1 wicket,Bulawayo,"Oct 25, 2011"
ODI # 3210,India,England,India,95 runs,Kolkata,"Oct 25, 2011"
ODI # 3211,South Africa,Australia,Australia,3 wickets,Durban,"Oct 28, 2011"
ODI # 3212,Pakistan,Sri Lanka,Pakistan,8 wickets,Dubai (DSC),"Nov 11, 2011"
ODI # 3213,Pakistan,Sri Lanka,Sri Lanka,25 runs,Dubai (DSC),"Nov 14, 2011"
ODI # 3214,Pakistan,Sri Lanka,Pakistan,21 runs,Dubai (DSC),"Nov 18, 2011"
ODI # 3215,Pakistan,Sri Lanka,Pakistan,26 runs,Sharjah,"Nov 20, 2011"
ODI # 3216,Pakistan,Sri Lanka,Pakistan,3 wickets,Abu Dhabi,"Nov 23, 2011"
ODI # 3217,India,West Indies,India,1 wicket,Cuttack,"Nov 29, 2011"
ODI # 3218,Bangladesh,Pakistan,Pakistan,5 wickets,Dhaka,"Dec 1, 2011"
ODI # 3219,India,West Indies,India,5 wickets,Visakhapatnam,"Dec 2, 2011"
ODI # 3220,Bangladesh,Pakistan,Pakistan,76 runs,Dhaka,"Dec 3, 2011"
ODI # 3221,India,West Indies,West Indies,16 runs,Ahmedabad,"Dec 5, 2011"
ODI # 3222,Bangladesh,Pakistan,Pakistan,58 runs,Chittagong,"Dec 6, 2011"
ODI # 3223,India,West Indies,India,153 runs,Indore,"Dec 8, 2011"
ODI # 3224,India,West Indies,India,34 runs,Chennai,"Dec 11, 2011"
